family,filename,file_path,parsed_date,session_rank,label,segment_kind,segment_source,segment_context,start_sample,end_sample,expected_duration_sec,segment_index,start_time_sec,end_time_sec,duration_sec,duration_error_sec
jaw,HR-2-27-26-(01).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-2-27-26-(01).csv,2026-02-27,1,REPEATED,movement2,marker_3_to_4,,103104,105301,8.0,37,413.63978576660156,422.4538629055023,8.818089008331299,0.8180890083312988
jaw,HR-2-27-26-(01).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-2-27-26-(01).csv,2026-02-27,1,REST,rest,inferred_between_active_gaps,movement2_to_movement1,105302,109721,15.0,38,422.45787477493286,440.1863257884979,17.732462882995605,2.7324628829956055
jaw,HR-2-27-26-(01).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-2-27-26-(01).csv,2026-02-27,1,HOLD,movement1,marker_1_to_2,,109722,111589,8.0,39,440.19033765792847,447.68049788475037,7.494172096252441,-0.5058279037475586
jaw,HR-2-27-26-(01).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-2-27-26-(01).csv,2026-02-27,1,REST,rest,inferred_between_active_gaps,movement1_to_movement2,111590,113171,5.0,40,447.6845097541809,454.0272753238678,6.346777439117432,1.3467774391174316
jaw,HR-2-27-26-(01).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-2-27-26-(01).csv,2026-02-27,1,REPEATED,movement2,marker_3_to_4,,113172,115595,8.0,41,454.03128719329834,463.7520468235016,9.724771499633789,1.724771499633789
jaw,HR-2-27-26-(01).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-2-27-26-(01).csv,2026-02-27,1,REST,rest,inferred_between_active_gaps,movement2_to_movement1,115596,119530,15.0,42,463.75605869293213,479.5387530326843,15.786706209182741,0.786706209182741
jaw,HR-2-27-26-(01).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-2-27-26-(01).csv,2026-02-27,1,HOLD,movement1,marker_1_to_2,,119531,121727,8.0,43,479.54276490211487,488.3528301715851,8.814077138900757,0.8140771389007568
jaw,HR-2-27-26-(01).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-2-27-26-(01).csv,2026-02-27,1,REST,rest,inferred_between_active_gaps,movement1_to_movement2,121728,123294,5.0,44,488.3568420410156,494.6394295692444,6.286599397659302,1.2865993976593018
jaw,HR-2-27-26-(01).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-2-27-26-(01).csv,2026-02-27,1,REPEATED,movement2,marker_3_to_4,,123295,125513,8.0,45,494.6434414386749,503.5417678356171,8.90233826637268,0.9023382663726807
jaw,HR-2-27-26-(01).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-2-27-26-(01).csv,2026-02-27,1,REST,rest,inferred_between_active_gaps,movement2_to_end_of_recording,125514,127217,,46,503.54577970504766,510.3779933452607,6.836225509643555,
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,BASELINE,baseline,inferred_pre_first_active_gap,start_to_first_active,0,13104,45.0,0,0.0,52.587158203125,52.59117126464844,7.5911712646484375
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,HOLD,movement1,marker_1_to_2,,13105,14346,8.0,1,52.59117126464844,57.571380615234375,4.984222412109375,-3.015777587890625
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement1_to_movement2,14347,15396,5.0,2,57.57539367675781,61.78509521484375,4.213714599609375,-0.786285400390625
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REPEATED,movement2,marker_3_to_4,,15397,16571,8.0,3,61.78910827636719,66.50044250488281,4.7153472900390625,-3.2846527099609375
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement2_to_movement1,16572,19684,15.0,4,66.50445556640625,78.99310302734375,12.492660522460938,-2.5073394775390625
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,HOLD,movement1,marker_1_to_2,,19685,21382,8.0,5,78.99711608886719,85.80728149414062,6.814178466796875,-1.185821533203125
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement1_to_movement2,21383,22285,5.0,6,85.81129455566406,89.43107604980469,3.6237945556640625,-1.3762054443359375
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REPEATED,movement2,marker_3_to_4,,22286,23876,8.0,7,89.43508911132812,95.81585693359375,6.3847808837890625,-1.6152191162109375
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement2_to_movement1,23877,26840,15.0,8,95.81986999511719,107.7105712890625,11.89471435546875,-3.10528564453125
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,HOLD,movement1,marker_1_to_2,,26841,28189,8.0,9,107.71458435058594,113.12419128417969,5.4136199951171875,-2.5863800048828125
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement1_to_movement2,28190,28898,5.0,10,113.12820434570312,115.96945190429688,2.8452606201171875,-2.1547393798828125
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REPEATED,movement2,marker_3_to_4,,28899,30224,8.0,11,115.97346496582031,121.290771484375,5.321319580078125,-2.678680419921875
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement2_to_movement1,30225,32741,15.0,12,121.29478454589844,131.3916473388672,10.100875854492188,-4.8991241455078125
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,HOLD,movement1,marker_1_to_2,,32742,33924,8.0,13,131.39566040039062,136.13909912109375,4.7474517822265625,-3.2525482177734375
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement1_to_movement2,33925,34534,5.0,14,136.1431121826172,138.58706665039062,2.447967529296875,-2.552032470703125
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REPEATED,movement2,marker_3_to_4,,34535,35773,8.0,15,138.59107971191406,143.5592498779297,4.9721832275390625,-3.0278167724609375
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement2_to_movement1,35774,38141,15.0,16,143.56326293945312,153.0621795654297,9.5029296875,-5.4970703125
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,HOLD,movement1,marker_1_to_2,,38142,39313,8.0,17,153.06619262695312,157.76548767089844,4.70330810546875,-3.29669189453125
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement1_to_movement2,39314,39900,5.0,18,157.76950073242188,160.12115478515625,2.3556671142578125,-2.6443328857421875
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REPEATED,movement2,marker_3_to_4,,39901,41077,8.0,19,160.1251678466797,164.8445281982422,4.7233734130859375,-3.2766265869140625
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement2_to_movement1,41078,43401,15.0,20,164.84854125976562,174.17088317871094,9.32635498046875,-5.67364501953125
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,HOLD,movement1,marker_1_to_2,,43402,44528,8.0,21,174.17489624023438,178.693603515625,4.5227203369140625,-3.4772796630859375
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement1_to_movement2,44529,45678,5.0,22,178.69761657714844,183.30862426757812,4.615020751953125,-0.384979248046875
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REPEATED,movement2,marker_3_to_4,,45679,46824,8.0,23,183.31263732910156,187.9075927734375,4.598968505859375,-3.401031494140625
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement2_to_movement1,46825,49133,15.0,24,187.91160583496094,197.1737518310547,9.266159057617188,-5.7338409423828125
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,HOLD,movement1,marker_1_to_2,,49134,50224,8.0,25,197.17776489257812,201.552001953125,4.3782501220703125,-3.6217498779296875
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement1_to_movement2,50225,51343,5.0,26,201.55601501464844,206.04261779785156,4.4906158447265625,-0.5093841552734375
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REPEATED,movement2,marker_3_to_4,,51344,52490,8.0,27,206.046630859375,210.64559936523438,4.6029815673828125,-3.3970184326171875
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement2_to_movement1,52491,55800,15.0,28,210.6496124267578,223.9288330078125,13.283233642578125,-1.716766357421875
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,HOLD,movement1,marker_1_to_2,,55801,56892,8.0,29,223.93284606933594,228.31109619140625,4.38226318359375,-3.61773681640625
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement1_to_movement2,56893,58013,5.0,30,228.3151092529297,232.8097381591797,4.4986419677734375,-0.5013580322265625
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REPEATED,movement2,marker_3_to_4,,58014,59084,8.0,31,232.81375122070312,237.10772705078125,4.2979888916015625,-3.7020111083984375
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement2_to_movement1,59085,61986,15.0,32,237.1117401123047,248.75363159179688,11.645904541015625,-3.354095458984375
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,HOLD,movement1,marker_1_to_2,,61987,63310,8.0,33,248.7576446533203,254.06692504882812,5.31329345703125,-2.68670654296875
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement1_to_movement2,63311,64556,5.0,34,254.07093811035156,259.06719970703125,5.000274658203125,0.000274658203125
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REPEATED,movement2,marker_3_to_4,,64557,65796,8.0,35,259.0712127685547,264.04339599609375,4.9761962890625,-3.0238037109375
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement2_to_movement1,65797,79299,15.0,36,264.0474090576172,318.2317657470703,54.18836975097656,39.18836975097656
